series_id,time,value
WILLMIDCAPVALPR,2017-12-28,8712.82
WILLMIDCAPVALPR,2017-12-29,8674.80
WILLMIDCAPVALPR,2018-01-02,8729.65
WILLMIDCAPVALPR,2018-01-03,8725.63
WILLMIDCAPVALPR,2018-01-04,8707.17
WILLMIDCAPVALPR,2018-01-05,8723.68
WILLMIDCAPVALPR,2018-01-08,8757.29
WILLMIDCAPVALPR,2018-01-09,8721.36
WILLMIDCAPVALPR,2018-01-10,8681.59
WILLMIDCAPVALPR,2018-01-11,8770.07
WILLMIDCAPVALPR,2018-01-12,8768.40
WILLMIDCAPVALPR,2018-01-16,8706.78
WILLMIDCAPVALPR,2018-01-17,8763.87
WILLMIDCAPVALPR,2018-01-18,8722.38
WILLMIDCAPVALPR,2018-01-19,8797.17
WILLMIDCAPVALPR,2018-01-22,8862.74
WILLMIDCAPVALPR,2018-01-23,8914.80
WILLMIDCAPVALPR,2018-01-24,8895.60
WILLMIDCAPVALPR,2018-01-25,8900.21
WILLMIDCAPVALPR,2018-01-26,8918.50
WILLMIDCAPVALPR,2018-01-29,8846.01
WILLMIDCAPVALPR,2018-01-30,8749.24
WILLMIDCAPVALPR,2018-01-31,8749.35
WILLMIDCAPVALPR,2018-02-01,8727.52
WILLMIDCAPVALPR,2018-02-02,8577.19
WILLMIDCAPVALPR,2018-02-05,8291.65
WILLMIDCAPVALPR,2018-02-06,8348.52
WILLMIDCAPVALPR,2018-02-07,8336.44
WILLMIDCAPVALPR,2018-02-08,8075.91
WILLMIDCAPVALPR,2018-02-09,8170.76
WILLMIDCAPVALPR,2018-02-12,8257.40
WILLMIDCAPVALPR,2018-02-13,8277.50
WILLMIDCAPVALPR,2018-02-14,8387.88
WILLMIDCAPVALPR,2018-02-15,8468.35
WILLMIDCAPVALPR,2018-02-16,8511.23
WILLMIDCAPVALPR,2018-02-20,8439.91
WILLMIDCAPVALPR,2018-02-21,8380.81
WILLMIDCAPVALPR,2018-02-22,8391.59
WILLMIDCAPVALPR,2018-02-23,8513.33
WILLMIDCAPVALPR,2018-02-26,8542.89
WILLMIDCAPVALPR,2018-02-27,8410.91
WILLMIDCAPVALPR,2018-02-28,8326.43
WILLMIDCAPVALPR,2018-03-01,8296.61
WILLMIDCAPVALPR,2018-03-02,8369.22
WILLMIDCAPVALPR,2018-03-05,8474.67
WILLMIDCAPVALPR,2018-03-06,8514.88
WILLMIDCAPVALPR,2018-03-07,8524.80
WILLMIDCAPVALPR,2018-03-08,8516.95
WILLMIDCAPVALPR,2018-03-09,8612.26
WILLMIDCAPVALPR,2018-03-12,8630.47
WILLMIDCAPVALPR,2018-03-13,8589.92
WILLMIDCAPVALPR,2018-03-14,8545.52
WILLMIDCAPVALPR,2018-03-15,8509.78
WILLMIDCAPVALPR,2018-03-16,8559.40
WILLMIDCAPVALPR,2018-03-19,8473.03
WILLMIDCAPVALPR,2018-03-20,8467.08
WILLMIDCAPVALPR,2018-03-21,8488.59
WILLMIDCAPVALPR,2018-03-22,8317.14
WILLMIDCAPVALPR,2018-03-23,8169.98
WILLMIDCAPVALPR,2018-03-26,8331.40
WILLMIDCAPVALPR,2018-03-27,8246.12
WILLMIDCAPVALPR,2018-03-28,8293.88
WILLMIDCAPVALPR,2018-03-29,8380.75
WILLMIDCAPVALPR,2018-04-02,8204.21
WILLMIDCAPVALPR,2018-04-03,8310.07
WILLMIDCAPVALPR,2018-04-04,8381.55
WILLMIDCAPVALPR,2018-04-05,8442.71
WILLMIDCAPVALPR,2018-04-06,8292.68
WILLMIDCAPVALPR,2018-04-09,8319.71
WILLMIDCAPVALPR,2018-04-10,8425.08
WILLMIDCAPVALPR,2018-04-11,8424.67
WILLMIDCAPVALPR,2018-04-12,8435.77
WILLMIDCAPVALPR,2018-04-13,8418.29
WILLMIDCAPVALPR,2018-04-16,8493.36
WILLMIDCAPVALPR,2018-04-17,8552.09
WILLMIDCAPVALPR,2018-04-18,8573.77
WILLMIDCAPVALPR,2018-04-19,8524.34
WILLMIDCAPVALPR,2018-04-20,8471.22
WILLMIDCAPVALPR,2018-04-23,8499.02
WILLMIDCAPVALPR,2018-04-24,8460.32
WILLMIDCAPVALPR,2018-04-25,8464.15
WILLMIDCAPVALPR,2018-04-26,8526.62
WILLMIDCAPVALPR,2018-04-27,8533.91
WILLMIDCAPVALPR,2018-04-30,8470.59
WILLMIDCAPVALPR,2018-05-01,8482.36
WILLMIDCAPVALPR,2018-05-02,8472.15
WILLMIDCAPVALPR,2018-05-03,8465.81
WILLMIDCAPVALPR,2018-05-04,8552.92
WILLMIDCAPVALPR,2018-05-07,8591.67
WILLMIDCAPVALPR,2018-05-08,8588.22
WILLMIDCAPVALPR,2018-05-09,8632.71
WILLMIDCAPVALPR,2018-05-10,8685.25
WILLMIDCAPVALPR,2018-05-11,8688.46
WILLMIDCAPVALPR,2018-05-14,8674.78
WILLMIDCAPVALPR,2018-05-15,8652.77
WILLMIDCAPVALPR,2018-05-16,8697.66
WILLMIDCAPVALPR,2018-05-17,8699.26
WILLMIDCAPVALPR,2018-05-18,8688.26
WILLMIDCAPVALPR,2018-05-21,8759.68
WILLMIDCAPVALPR,2018-05-22,8730.32
WILLMIDCAPVALPR,2018-05-23,8744.49
WILLMIDCAPVALPR,2018-05-24,8759.36
WILLMIDCAPVALPR,2018-05-25,8758.72
WILLMIDCAPVALPR,2018-05-29,8733.20
WILLMIDCAPVALPR,2018-05-30,8856.08
WILLMIDCAPVALPR,2018-05-31,8794.27
WILLMIDCAPVALPR,2018-06-01,8837.80
WILLMIDCAPVALPR,2018-06-04,8871.33
WILLMIDCAPVALPR,2018-06-05,8890.08
WILLMIDCAPVALPR,2018-06-06,8935.07
WILLMIDCAPVALPR,2018-06-07,8935.80
WILLMIDCAPVALPR,2018-06-08,8960.74
WILLMIDCAPVALPR,2018-06-11,8946.40
WILLMIDCAPVALPR,2018-06-12,8976.81
WILLMIDCAPVALPR,2018-06-13,8898.54
WILLMIDCAPVALPR,2018-06-14,8913.70
WILLMIDCAPVALPR,2018-06-15,8899.21
WILLMIDCAPVALPR,2018-06-18,8923.67
WILLMIDCAPVALPR,2018-06-19,8918.99
WILLMIDCAPVALPR,2018-06-20,8975.81
WILLMIDCAPVALPR,2018-06-21,8930.58
WILLMIDCAPVALPR,2018-06-22,8936.95
WILLMIDCAPVALPR,2018-06-25,8846.66
WILLMIDCAPVALPR,2018-06-26,8867.74
WILLMIDCAPVALPR,2018-06-27,8789.90
WILLMIDCAPVALPR,2018-06-28,8820.31
WILLMIDCAPVALPR,2018-06-29,8818.58
WILLMIDCAPVALPR,2018-07-02,8813.18
WILLMIDCAPVALPR,2018-07-03,8842.17
WILLMIDCAPVALPR,2018-07-05,8900.78
WILLMIDCAPVALPR,2018-07-06,8965.03
WILLMIDCAPVALPR,2018-07-09,8992.20
WILLMIDCAPVALPR,2018-07-10,9007.25
WILLMIDCAPVALPR,2018-07-11,8942.05
WILLMIDCAPVALPR,2018-07-12,8957.30
WILLMIDCAPVALPR,2018-07-13,8959.24
WILLMIDCAPVALPR,2018-07-16,8926.01
WILLMIDCAPVALPR,2018-07-17,8945.34
WILLMIDCAPVALPR,2018-07-18,8967.12
WILLMIDCAPVALPR,2018-07-19,9015.90
WILLMIDCAPVALPR,2018-07-20,8972.62
WILLMIDCAPVALPR,2018-07-23,8961.19
WILLMIDCAPVALPR,2018-07-24,8920.30
WILLMIDCAPVALPR,2018-07-25,8949.43
WILLMIDCAPVALPR,2018-07-26,8991.22
WILLMIDCAPVALPR,2018-07-27,8923.01
WILLMIDCAPVALPR,2018-07-30,8895.99
WILLMIDCAPVALPR,2018-07-31,8985.18
WILLMIDCAPVALPR,2018-08-01,8940.96
WILLMIDCAPVALPR,2018-08-02,8965.68
WILLMIDCAPVALPR,2018-08-03,8999.06
WILLMIDCAPVALPR,2018-08-06,9039.30
WILLMIDCAPVALPR,2018-08-07,9052.85
WILLMIDCAPVALPR,2018-08-08,9038.57
WILLMIDCAPVALPR,2018-08-09,9052.66
WILLMIDCAPVALPR,2018-08-10,9001.16
WILLMIDCAPVALPR,2018-08-13,8959.54
WILLMIDCAPVALPR,2018-08-14,9040.98
WILLMIDCAPVALPR,2018-08-15,8968.81
WILLMIDCAPVALPR,2018-08-16,9035.90
WILLMIDCAPVALPR,2018-08-17,9094.42
WILLMIDCAPVALPR,2018-08-20,9130.10
WILLMIDCAPVALPR,2018-08-21,9167.01
WILLMIDCAPVALPR,2018-08-22,9149.76
WILLMIDCAPVALPR,2018-08-23,9121.81
WILLMIDCAPVALPR,2018-08-24,9153.35
WILLMIDCAPVALPR,2018-08-27,9184.70
WILLMIDCAPVALPR,2018-08-28,9194.19
WILLMIDCAPVALPR,2018-08-29,9222.94
WILLMIDCAPVALPR,2018-08-30,9174.75
WILLMIDCAPVALPR,2018-08-31,9180.47
WILLMIDCAPVALPR,2018-09-04,9158.14
WILLMIDCAPVALPR,2018-09-05,9174.46
WILLMIDCAPVALPR,2018-09-06,9146.02
WILLMIDCAPVALPR,2018-09-07,9093.49
WILLMIDCAPVALPR,2018-09-10,9111.37
WILLMIDCAPVALPR,2018-09-11,9122.90
WILLMIDCAPVALPR,2018-09-12,9124.90
WILLMIDCAPVALPR,2018-09-13,9137.79
WILLMIDCAPVALPR,2018-09-14,9143.71
WILLMIDCAPVALPR,2018-09-17,9112.10
WILLMIDCAPVALPR,2018-09-18,9135.41
WILLMIDCAPVALPR,2018-09-19,9086.37
WILLMIDCAPVALPR,2018-09-20,9152.18
WILLMIDCAPVALPR,2018-09-21,9151.74
WILLMIDCAPVALPR,2018-09-24,9076.48
WILLMIDCAPVALPR,2018-09-25,9069.45
WILLMIDCAPVALPR,2018-09-26,9005.23
WILLMIDCAPVALPR,2018-09-27,9005.26
WILLMIDCAPVALPR,2018-09-28,9060.76
WILLMIDCAPVALPR,2018-10-01,9002.10
WILLMIDCAPVALPR,2018-10-02,8976.19
WILLMIDCAPVALPR,2018-10-03,8993.20
WILLMIDCAPVALPR,2018-10-04,8919.53
WILLMIDCAPVALPR,2018-10-05,8882.24
WILLMIDCAPVALPR,2018-10-08,8917.87
WILLMIDCAPVALPR,2018-10-09,8868.65
WILLMIDCAPVALPR,2018-10-10,8663.93
WILLMIDCAPVALPR,2018-10-11,8485.85
WILLMIDCAPVALPR,2018-10-12,8499.05
WILLMIDCAPVALPR,2018-10-15,8523.39
WILLMIDCAPVALPR,2018-10-16,8684.59
WILLMIDCAPVALPR,2018-10-17,8665.27
WILLMIDCAPVALPR,2018-10-18,8577.40
WILLMIDCAPVALPR,2018-10-19,8554.52
WILLMIDCAPVALPR,2018-10-22,8495.66
WILLMIDCAPVALPR,2018-10-23,8419.70
WILLMIDCAPVALPR,2018-10-24,8223.28
WILLMIDCAPVALPR,2018-10-25,8339.56
WILLMIDCAPVALPR,2018-10-26,8254.12
WILLMIDCAPVALPR,2018-10-29,8261.99
WILLMIDCAPVALPR,2018-10-30,8390.67
WILLMIDCAPVALPR,2018-10-31,8421.74
WILLMIDCAPVALPR,2018-11-01,8548.92
WILLMIDCAPVALPR,2018-11-02,8550.19
WILLMIDCAPVALPR,2018-11-05,8613.76
WILLMIDCAPVALPR,2018-11-06,8684.51
WILLMIDCAPVALPR,2018-11-07,8789.21
WILLMIDCAPVALPR,2018-11-08,8760.48
WILLMIDCAPVALPR,2018-11-09,8694.98
WILLMIDCAPVALPR,2018-11-12,8603.00
WILLMIDCAPVALPR,2018-11-13,8585.99
WILLMIDCAPVALPR,2018-11-14,8505.48
WILLMIDCAPVALPR,2018-11-15,8571.48
WILLMIDCAPVALPR,2018-11-16,8602.33
WILLMIDCAPVALPR,2018-11-19,8511.10
WILLMIDCAPVALPR,2018-11-20,8355.87
WILLMIDCAPVALPR,2018-11-21,8422.39
WILLMIDCAPVALPR,2018-11-23,8400.84
WILLMIDCAPVALPR,2018-11-26,8499.78
WILLMIDCAPVALPR,2018-11-27,8441.42
WILLMIDCAPVALPR,2018-11-28,8568.17
WILLMIDCAPVALPR,2018-11-29,8541.45
WILLMIDCAPVALPR,2018-11-30,8592.79
WILLMIDCAPVALPR,2018-12-03,8664.03
WILLMIDCAPVALPR,2018-12-04,8416.29
WILLMIDCAPVALPR,2018-12-06,8417.52
WILLMIDCAPVALPR,2018-12-07,8286.97
WILLMIDCAPVALPR,2018-12-10,8229.22
WILLMIDCAPVALPR,2018-12-11,8214.29
WILLMIDCAPVALPR,2018-12-12,8240.05
WILLMIDCAPVALPR,2018-12-13,8177.84
WILLMIDCAPVALPR,2018-12-14,8107.01
WILLMIDCAPVALPR,2018-12-17,7892.03
WILLMIDCAPVALPR,2018-12-18,7890.26
WILLMIDCAPVALPR,2018-12-19,7770.63
WILLMIDCAPVALPR,2018-12-20,7656.44
WILLMIDCAPVALPR,2018-12-21,7536.75
WILLMIDCAPVALPR,2018-12-24,7319.64
WILLMIDCAPVALPR,2018-12-26,7633.88
WILLMIDCAPVALPR,2018-12-27,7664.60
WILLMIDCAPVALPR,2018-12-28,7649.22
WILLMIDCAPVALPR,2018-12-31,7714.47
WILLMIDCAPVALPR,2019-01-02,7672.98
WILLMIDCAPVALPR,2019-01-03,7605.55
WILLMIDCAPVALPR,2019-01-04,7824.89
WILLMIDCAPVALPR,2019-01-07,7915.64
WILLMIDCAPVALPR,2019-01-08,8036.40
WILLMIDCAPVALPR,2019-01-09,8076.63
WILLMIDCAPVALPR,2019-01-10,8130.21
WILLMIDCAPVALPR,2019-01-11,8138.75
WILLMIDCAPVALPR,2019-01-14,8104.90
WILLMIDCAPVALPR,2019-01-15,8152.59
WILLMIDCAPVALPR,2019-01-16,8218.01
WILLMIDCAPVALPR,2019-01-17,8288.83
WILLMIDCAPVALPR,2019-01-18,8364.00
WILLMIDCAPVALPR,2019-01-22,8266.38
WILLMIDCAPVALPR,2019-01-23,8268.09
WILLMIDCAPVALPR,2019-01-24,8310.09
WILLMIDCAPVALPR,2019-01-25,8396.58
WILLMIDCAPVALPR,2019-01-28,8399.38
WILLMIDCAPVALPR,2019-01-29,8423.20
WILLMIDCAPVALPR,2019-01-30,8493.25
WILLMIDCAPVALPR,2019-01-31,8539.87
WILLMIDCAPVALPR,2019-02-01,8549.00
WILLMIDCAPVALPR,2019-02-04,8604.83
WILLMIDCAPVALPR,2019-02-05,8628.69
WILLMIDCAPVALPR,2019-02-06,8617.94
WILLMIDCAPVALPR,2019-02-07,8601.24
WILLMIDCAPVALPR,2019-02-08,8592.84
WILLMIDCAPVALPR,2019-02-11,8625.40
WILLMIDCAPVALPR,2019-02-12,8690.11
WILLMIDCAPVALPR,2019-02-13,8721.37
WILLMIDCAPVALPR,2019-02-14,8702.97
WILLMIDCAPVALPR,2019-02-15,8777.60
WILLMIDCAPVALPR,2019-02-19,8805.75
WILLMIDCAPVALPR,2019-02-20,8820.59
WILLMIDCAPVALPR,2019-02-21,8807.33
WILLMIDCAPVALPR,2019-02-22,8851.83
WILLMIDCAPVALPR,2019-02-25,8834.98
WILLMIDCAPVALPR,2019-02-26,8779.02
WILLMIDCAPVALPR,2019-02-27,8802.87
WILLMIDCAPVALPR,2019-02-28,8769.19
WILLMIDCAPVALPR,2019-03-01,8807.66
WILLMIDCAPVALPR,2019-03-04,8782.87
WILLMIDCAPVALPR,2019-03-05,8773.17
WILLMIDCAPVALPR,2019-03-06,8672.87
WILLMIDCAPVALPR,2019-03-07,8610.34
WILLMIDCAPVALPR,2019-03-08,8590.14
WILLMIDCAPVALPR,2019-03-11,8694.41
WILLMIDCAPVALPR,2019-03-12,8711.34
WILLMIDCAPVALPR,2019-03-13,8747.61
WILLMIDCAPVALPR,2019-03-14,8717.84
WILLMIDCAPVALPR,2019-03-15,8733.51
WILLMIDCAPVALPR,2019-03-18,8765.50
WILLMIDCAPVALPR,2019-03-19,8709.63
WILLMIDCAPVALPR,2019-03-20,8638.86
WILLMIDCAPVALPR,2019-03-21,8743.38
WILLMIDCAPVALPR,2019-03-22,8546.98
WILLMIDCAPVALPR,2019-03-25,8564.28
WILLMIDCAPVALPR,2019-03-26,8661.54
WILLMIDCAPVALPR,2019-03-27,8655.91
WILLMIDCAPVALPR,2019-03-28,8706.01
WILLMIDCAPVALPR,2019-03-29,8711.85
WILLMIDCAPVALPR,2019-04-01,8811.28
WILLMIDCAPVALPR,2019-04-02,8793.59
WILLMIDCAPVALPR,2019-04-03,8815.42
WILLMIDCAPVALPR,2019-04-04,8861.97
WILLMIDCAPVALPR,2019-04-05,8922.14
WILLMIDCAPVALPR,2019-04-08,8915.10
WILLMIDCAPVALPR,2019-04-09,8807.53
WILLMIDCAPVALPR,2019-04-10,8880.08
WILLMIDCAPVALPR,2019-04-11,8888.53
WILLMIDCAPVALPR,2019-04-12,8947.30
WILLMIDCAPVALPR,2019-04-15,8906.15
WILLMIDCAPVALPR,2019-04-16,8900.20
WILLMIDCAPVALPR,2019-04-17,8843.09
WILLMIDCAPVALPR,2019-04-18,8859.00
WILLMIDCAPVALPR,2019-04-22,8793.22
WILLMIDCAPVALPR,2019-04-23,8903.00
WILLMIDCAPVALPR,2019-04-24,8927.70
WILLMIDCAPVALPR,2019-04-25,8854.05
WILLMIDCAPVALPR,2019-04-26,8928.56
WILLMIDCAPVALPR,2019-04-29,8916.64
WILLMIDCAPVALPR,2019-04-30,8927.48
WILLMIDCAPVALPR,2019-05-01,8860.72
WILLMIDCAPVALPR,2019-05-02,8853.47
WILLMIDCAPVALPR,2019-05-03,8963.45
WILLMIDCAPVALPR,2019-05-06,8933.53
WILLMIDCAPVALPR,2019-05-07,8803.75
WILLMIDCAPVALPR,2019-05-08,8768.36
WILLMIDCAPVALPR,2019-05-09,8759.87
WILLMIDCAPVALPR,2019-05-10,8808.22
WILLMIDCAPVALPR,2019-05-13,8614.60
WILLMIDCAPVALPR,2019-05-14,8682.85
WILLMIDCAPVALPR,2019-05-15,8695.24
WILLMIDCAPVALPR,2019-05-16,8752.03
WILLMIDCAPVALPR,2019-05-17,8680.77
WILLMIDCAPVALPR,2019-05-20,8609.09
WILLMIDCAPVALPR,2019-05-21,8700.85
WILLMIDCAPVALPR,2019-05-22,8637.56
WILLMIDCAPVALPR,2019-05-23,8532.11
WILLMIDCAPVALPR,2019-05-24,8564.72
WILLMIDCAPVALPR,2019-05-28,8477.04
WILLMIDCAPVALPR,2019-05-29,8410.17
WILLMIDCAPVALPR,2019-05-30,8377.60
WILLMIDCAPVALPR,2019-05-31,8316.18
WILLMIDCAPVALPR,2019-06-03,8403.67
WILLMIDCAPVALPR,2019-06-04,8551.55
WILLMIDCAPVALPR,2019-06-05,8593.15
WILLMIDCAPVALPR,2019-06-06,8593.02
WILLMIDCAPVALPR,2019-06-07,8614.24
WILLMIDCAPVALPR,2019-06-10,8623.37
WILLMIDCAPVALPR,2019-06-11,8625.96
WILLMIDCAPVALPR,2019-06-12,8618.83
WILLMIDCAPVALPR,2019-06-13,8672.42
WILLMIDCAPVALPR,2019-06-14,8638.91
WILLMIDCAPVALPR,2019-06-17,8647.52
WILLMIDCAPVALPR,2019-06-18,8725.01
WILLMIDCAPVALPR,2019-06-19,8755.07
WILLMIDCAPVALPR,2019-06-20,8806.43
WILLMIDCAPVALPR,2019-06-21,8767.59
WILLMIDCAPVALPR,2019-06-24,8705.83
WILLMIDCAPVALPR,2019-06-25,8668.30
WILLMIDCAPVALPR,2019-06-26,8615.26
WILLMIDCAPVALPR,2019-06-27,8696.85
WILLMIDCAPVALPR,2019-06-28,8797.85
WILLMIDCAPVALPR,2019-07-01,8823.71
WILLMIDCAPVALPR,2019-07-02,8821.30
WILLMIDCAPVALPR,2019-07-03,8899.39
WILLMIDCAPVALPR,2019-07-05,8911.91
WILLMIDCAPVALPR,2019-07-08,8858.27
WILLMIDCAPVALPR,2019-07-09,8857.39
WILLMIDCAPVALPR,2019-07-10,8850.28
WILLMIDCAPVALPR,2019-07-11,8822.02
WILLMIDCAPVALPR,2019-07-12,8894.46
WILLMIDCAPVALPR,2019-07-15,8863.67
WILLMIDCAPVALPR,2019-07-16,8869.82
WILLMIDCAPVALPR,2019-07-17,8808.53
WILLMIDCAPVALPR,2019-07-18,8829.45
WILLMIDCAPVALPR,2019-07-19,8776.36
WILLMIDCAPVALPR,2019-07-22,8765.36
WILLMIDCAPVALPR,2019-07-23,8850.76
WILLMIDCAPVALPR,2019-07-24,8935.61
WILLMIDCAPVALPR,2019-07-25,8853.67
WILLMIDCAPVALPR,2019-07-26,8912.38
WILLMIDCAPVALPR,2019-07-29,8900.89
WILLMIDCAPVALPR,2019-07-30,8945.39
WILLMIDCAPVALPR,2019-07-31,8877.05
WILLMIDCAPVALPR,2019-08-01,8749.10
WILLMIDCAPVALPR,2019-08-02,8682.54
WILLMIDCAPVALPR,2019-08-05,8464.93
WILLMIDCAPVALPR,2019-08-06,8556.06
WILLMIDCAPVALPR,2019-08-07,8581.18
WILLMIDCAPVALPR,2019-08-08,8734.45
WILLMIDCAPVALPR,2019-08-09,8639.83
WILLMIDCAPVALPR,2019-08-12,8530.24
WILLMIDCAPVALPR,2019-08-13,8602.28
WILLMIDCAPVALPR,2019-08-14,8374.51
WILLMIDCAPVALPR,2019-08-15,8379.37
WILLMIDCAPVALPR,2019-08-16,8530.77
WILLMIDCAPVALPR,2019-08-19,8605.58
WILLMIDCAPVALPR,2019-08-20,8515.14
WILLMIDCAPVALPR,2019-08-21,8567.82
WILLMIDCAPVALPR,2019-08-22,8583.19
WILLMIDCAPVALPR,2019-08-23,8375.41
WILLMIDCAPVALPR,2019-08-26,8434.29
WILLMIDCAPVALPR,2019-08-27,8364.30
WILLMIDCAPVALPR,2019-08-28,8430.09
WILLMIDCAPVALPR,2019-08-29,8539.02
WILLMIDCAPVALPR,2019-08-30,8568.22
WILLMIDCAPVALPR,2019-09-03,8509.14
WILLMIDCAPVALPR,2019-09-04,8601.99
WILLMIDCAPVALPR,2019-09-05,8689.23
WILLMIDCAPVALPR,2019-09-06,8687.70
WILLMIDCAPVALPR,2019-09-09,8791.82
WILLMIDCAPVALPR,2019-09-10,8827.28
WILLMIDCAPVALPR,2019-09-11,8928.64
WILLMIDCAPVALPR,2019-09-12,8919.86
WILLMIDCAPVALPR,2019-09-13,8916.76
WILLMIDCAPVALPR,2019-09-16,8953.30
WILLMIDCAPVALPR,2019-09-17,8930.07
WILLMIDCAPVALPR,2019-09-18,8912.95
WILLMIDCAPVALPR,2019-09-19,8895.74
WILLMIDCAPVALPR,2019-09-20,8875.93
WILLMIDCAPVALPR,2019-09-23,8887.83
WILLMIDCAPVALPR,2019-09-24,8816.97
WILLMIDCAPVALPR,2019-09-25,8885.83
WILLMIDCAPVALPR,2019-09-26,8867.39
WILLMIDCAPVALPR,2019-09-27,8826.88
WILLMIDCAPVALPR,2019-09-30,8855.97
WILLMIDCAPVALPR,2019-10-01,8730.48
WILLMIDCAPVALPR,2019-10-02,8614.62
WILLMIDCAPVALPR,2019-10-03,8668.05
WILLMIDCAPVALPR,2019-10-04,8743.12
WILLMIDCAPVALPR,2019-10-07,8704.42
WILLMIDCAPVALPR,2019-10-08,8589.26
WILLMIDCAPVALPR,2019-10-09,8629.72
WILLMIDCAPVALPR,2019-10-10,8660.75
WILLMIDCAPVALPR,2019-10-11,8783.04
WILLMIDCAPVALPR,2019-10-14,8741.56
WILLMIDCAPVALPR,2019-10-15,8782.86
WILLMIDCAPVALPR,2019-10-16,8778.49
WILLMIDCAPVALPR,2019-10-17,8828.16
WILLMIDCAPVALPR,2019-10-18,8842.74
WILLMIDCAPVALPR,2019-10-21,8916.57
WILLMIDCAPVALPR,2019-10-22,8939.91
WILLMIDCAPVALPR,2019-10-23,8961.85
WILLMIDCAPVALPR,2019-10-24,8953.10
WILLMIDCAPVALPR,2019-10-25,8956.31
WILLMIDCAPVALPR,2019-10-28,8970.75
WILLMIDCAPVALPR,2019-10-29,9008.47
WILLMIDCAPVALPR,2019-10-30,9002.04
WILLMIDCAPVALPR,2019-10-31,8948.47
WILLMIDCAPVALPR,2019-11-01,9049.69
WILLMIDCAPVALPR,2019-11-04,9101.17
WILLMIDCAPVALPR,2019-11-05,9092.66
WILLMIDCAPVALPR,2019-11-06,9073.31
WILLMIDCAPVALPR,2019-11-07,9063.37
WILLMIDCAPVALPR,2019-11-08,9065.57
WILLMIDCAPVALPR,2019-11-11,9050.18
WILLMIDCAPVALPR,2019-11-12,9023.65
WILLMIDCAPVALPR,2019-11-13,9012.81
WILLMIDCAPVALPR,2019-11-14,9044.49
WILLMIDCAPVALPR,2019-11-15,9088.10
WILLMIDCAPVALPR,2019-11-18,9084.30
WILLMIDCAPVALPR,2019-11-19,9055.64
WILLMIDCAPVALPR,2019-11-20,9008.04
WILLMIDCAPVALPR,2019-11-21,8950.85
WILLMIDCAPVALPR,2019-11-22,8976.37
WILLMIDCAPVALPR,2019-11-25,9054.37
WILLMIDCAPVALPR,2019-11-26,9088.32
WILLMIDCAPVALPR,2019-11-27,9132.08
WILLMIDCAPVALPR,2019-11-29,9066.94
WILLMIDCAPVALPR,2019-12-02,8999.90
WILLMIDCAPVALPR,2019-12-03,8952.34
WILLMIDCAPVALPR,2019-12-04,8995.85
WILLMIDCAPVALPR,2019-12-05,8998.10
WILLMIDCAPVALPR,2019-12-06,9065.81
WILLMIDCAPVALPR,2019-12-09,9056.91
WILLMIDCAPVALPR,2019-12-10,9054.65
WILLMIDCAPVALPR,2019-12-11,9042.62
WILLMIDCAPVALPR,2019-12-12,9094.48
WILLMIDCAPVALPR,2019-12-13,9039.08
WILLMIDCAPVALPR,2019-12-16,9098.58
WILLMIDCAPVALPR,2019-12-17,9130.84
WILLMIDCAPVALPR,2019-12-18,9171.51
WILLMIDCAPVALPR,2019-12-19,9190.61
WILLMIDCAPVALPR,2019-12-20,9246.46
WILLMIDCAPVALPR,2019-12-23,9217.80
WILLMIDCAPVALPR,2019-12-24,9215.91
WILLMIDCAPVALPR,2019-12-26,9237.38
WILLMIDCAPVALPR,2019-12-27,9222.61
WILLMIDCAPVALPR,2019-12-30,9203.61
WILLMIDCAPVALPR,2019-12-31,9235.86
WILLMIDCAPVALPR,2020-01-02,9190.43
WILLMIDCAPVALPR,2020-01-03,9180.68
WILLMIDCAPVALPR,2020-01-06,9171.08
WILLMIDCAPVALPR,2020-01-07,9136.21
WILLMIDCAPVALPR,2020-01-08,9138.22
WILLMIDCAPVALPR,2020-01-09,9151.33
WILLMIDCAPVALPR,2020-01-10,9134.94
WILLMIDCAPVALPR,2020-01-13,9217.14
WILLMIDCAPVALPR,2020-01-14,9247.25
WILLMIDCAPVALPR,2020-01-15,9273.29
WILLMIDCAPVALPR,2020-01-16,9368.85
WILLMIDCAPVALPR,2020-01-17,9370.85
WILLMIDCAPVALPR,2020-01-21,9325.29
WILLMIDCAPVALPR,2020-01-22,9300.82
WILLMIDCAPVALPR,2020-01-23,9332.32
WILLMIDCAPVALPR,2020-01-24,9243.03
WILLMIDCAPVALPR,2020-01-27,9132.32
WILLMIDCAPVALPR,2020-01-28,9212.79
WILLMIDCAPVALPR,2020-01-29,9197.06
WILLMIDCAPVALPR,2020-01-30,9204.31
WILLMIDCAPVALPR,2020-01-31,9056.79
WILLMIDCAPVALPR,2020-02-03,9122.29
WILLMIDCAPVALPR,2020-02-04,9224.39
WILLMIDCAPVALPR,2020-02-05,9350.21
WILLMIDCAPVALPR,2020-02-06,9322.51
WILLMIDCAPVALPR,2020-02-07,9247.54
WILLMIDCAPVALPR,2020-02-10,9282.90
WILLMIDCAPVALPR,2020-02-11,9333.88
WILLMIDCAPVALPR,2020-02-12,9378.48
WILLMIDCAPVALPR,2020-02-13,9380.67
WILLMIDCAPVALPR,2020-02-14,9389.68
WILLMIDCAPVALPR,2020-02-18,9350.04
WILLMIDCAPVALPR,2020-02-19,9330.17
