Date, Open, High, Low, Close
3/26/2021,1307.48,1307.48,1307.48,1307.48
3/25/2021,1288.42,1288.42,1288.42,1288.42
3/24/2021,1298.44,1298.44,1298.44,1298.44
3/23/2021,1323.77,1323.77,1323.77,1323.77
3/22/2021,1336.27,1336.27,1336.27,1336.27
3/19/2021,1336.84,1336.84,1336.84,1336.84
3/18/2021,1347.33,1347.33,1347.33,1347.33
3/17/2021,1342.8,1342.8,1342.8,1342.8
3/16/2021,1349.07,1349.07,1349.07,1349.07
3/15/2021,1340.25,1340.25,1340.25,1340.25
3/12/2021,1348.2,1348.2,1348.2,1348.2
3/11/2021,1357.6,1357.6,1357.6,1357.6
3/10/2021,1324.9,1324.9,1324.9,1324.9
3/9/2021,1317.85,1317.85,1317.85,1317.85
3/8/2021,1308.14,1308.14,1308.14,1308.14
3/5/2021,1339.31,1339.31,1339.31,1339.31
3/4/2021,1346.34,1346.34,1346.34,1346.34
3/3/2021,1378.02,1378.02,1378.02,1378.02
3/2/2021,1359.65,1359.65,1359.65,1359.65
3/1/2021,1362.47,1362.47,1362.47,1362.47
2/26/2021,1339.26,1339.26,1339.26,1339.26
2/25/2021,1383.81,1383.81,1383.81,1383.81
2/24/2021,1376.76,1376.76,1376.76,1376.76
2/23/2021,1398.2,1398.2,1398.2,1398.2
2/22/2021,1397.67,1397.67,1397.67,1397.67
2/19/2021,1430.03,1430.03,1430.03,1430.03
2/18/2021,1425.13,1425.13,1425.13,1425.13
2/17/2021,1444.93,1444.93,1444.93,1444.93
2/16/2021,1442.17,1442.17,1442.17,1442.17
2/15/2021,1437.72,1437.72,1437.72,1437.72
2/12/2021,1428.87,1428.87,1428.87,1428.87
2/11/2021,1427.89,1427.89,1427.89,1427.89
2/10/2021,1422.94,1422.94,1422.94,1422.94
2/9/2021,1409.14,1409.14,1409.14,1409.14
2/8/2021,1399.81,1399.81,1399.81,1399.81
2/5/2021,1395.35,1395.35,1395.35,1395.35
2/4/2021,1387.61,1387.61,1387.61,1387.61
2/3/2021,1392.64,1392.64,1392.64,1392.64
2/2/2021,1381.19,1381.19,1381.19,1381.19
2/1/2021,1361.09,1361.09,1361.09,1361.09
1/29/2021,1329.57,1329.57,1329.57,1329.57
1/28/2021,1350.59,1350.59,1350.59,1350.59
1/27/2021,1371.42,1371.42,1371.42,1371.42
1/26/2021,1388.76,1388.76,1388.76,1388.76
1/25/2021,1410.2,1410.2,1410.2,1410.2
1/22/2021,1392.85,1392.85,1392.85,1392.85
1/21/2021,1406.07,1406.07,1406.07,1406.07
1/20/2021,1400.97,1400.97,1400.97,1400.97
1/19/2021,1381.31,1381.31,1381.31,1381.31
1/18/2021,1358.98,1358.98,1358.98,1358.98
1/15/2021,1358.03,1358.03,1358.03,1358.03
1/14/2021,1370.76,1370.76,1370.76,1370.76
1/13/2021,1364.07,1364.07,1364.07,1364.07
1/12/2021,1353.57,1353.57,1353.57,1353.57
1/11/2021,1349.6,1349.6,1349.6,1349.6
1/8/2021,1353.53,1353.53,1353.53,1353.53
1/7/2021,1322.3,1322.3,1322.3,1322.3
1/6/2021,1315.33,1315.33,1315.33,1315.33
1/5/2021,1319.97,1319.97,1319.97,1319.97
1/4/2021,1304.43,1304.43,1304.43,1304.43
1/1/2021,1291.75,1291.75,1291.75,1291.75
12/31/2020,1291.26,1291.26,1291.26,1291.26
12/30/2020,1289.03,1289.03,1289.03,1289.03
12/29/2020,1266.77,1266.77,1266.77,1266.77
12/28/2020,1252.33,1252.33,1252.33,1252.33
12/25/2020,1255.2,1255.2,1255.2,1255.2
12/24/2020,1253.53,1253.53,1253.53,1253.53
12/23/2020,1258.1,1258.1,1258.1,1258.1
12/22/2020,1248.7,1248.7,1248.7,1248.7
12/21/2020,1257.01,1257.01,1257.01,1257.01
12/18/2020,1268.36,1268.36,1268.36,1268.36
12/17/2020,1272.96,1272.96,1272.96,1272.96
12/16/2020,1263.82,1263.82,1263.82,1263.82
12/15/2020,1250.21,1250.21,1250.21,1250.21
12/14/2020,1250.45,1250.45,1250.45,1250.45
12/11/2020,1257.66,1257.66,1257.66,1257.66
12/10/2020,1255.03,1255.03,1255.03,1255.03
12/9/2020,1255.85,1255.85,1255.85,1255.85
12/8/2020,1254.23,1254.23,1254.23,1254.23
12/7/2020,1253.39,1253.39,1253.39,1253.39
12/4/2020,1251.04,1251.04,1251.04,1251.04
12/3/2020,1239.46,1239.46,1239.46,1239.46
12/2/2020,1228.71,1228.71,1228.71,1228.71
12/1/2020,1224,1224,1224,1224
11/30/2020,1205.07,1205.07,1205.07,1205.07
11/27/2020,1230.72,1230.72,1230.72,1230.72
11/26/2020,1229.58,1229.58,1229.58,1229.58
11/25/2020,1218.29,1218.29,1218.29,1218.29
11/24/2020,1225.99,1225.99,1225.99,1225.99
11/23/2020,1220.52,1220.52,1220.52,1220.52
11/20/2020,1209.26,1209.26,1209.26,1209.26
11/19/2020,1200.44,1200.44,1200.44,1200.44
11/18/2020,1207.55,1207.55,1207.55,1207.55
11/17/2020,1201.43,1201.43,1201.43,1201.43
11/16/2020,1203.04,1203.04,1203.04,1203.04
11/13/2020,1188.35,1188.35,1188.35,1188.35
11/12/2020,1182.1,1182.1,1182.1,1182.1
11/11/2020,1178.86,1178.86,1178.86,1178.86
11/10/2020,1179.92,1179.92,1179.92,1179.92
11/9/2020,1192.37,1192.37,1192.37,1192.37
11/6/2020,1176.36,1176.36,1176.36,1176.36
11/5/2020,1166.23,1166.23,1166.23,1166.23
11/4/2020,1135.26,1135.26,1135.26,1135.26
11/3/2020,1120.88,1120.88,1120.88,1120.88
11/2/2020,1114.76,1114.76,1114.76,1114.76
10/30/2020,1103.46,1103.46,1103.46,1103.46
10/29/2020,1120.1,1120.1,1120.1,1120.1
10/28/2020,1120.75,1120.75,1120.75,1120.75
10/27/2020,1133.99,1133.99,1133.99,1133.99
10/26/2020,1130.65,1130.65,1130.65,1130.65
10/23/2020,1136.45,1136.45,1136.45,1136.45
10/22/2020,1136.54,1136.54,1136.54,1136.54
10/21/2020,1137.91,1137.91,1137.91,1137.91
10/20/2020,1133.94,1133.94,1133.94,1133.94
10/19/2020,1127.28,1127.28,1127.28,1127.28
10/16/2020,1124.08,1124.08,1124.08,1124.08
10/15/2020,1120.54,1120.54,1120.54,1120.54
10/14/2020,1135.56,1135.56,1135.56,1135.56
10/13/2020,1136.42,1136.42,1136.42,1136.42
10/12/2020,1137.17,1137.17,1137.17,1137.17
10/9/2020,1122.51,1122.51,1122.51,1122.51
10/8/2020,1117.44,1117.44,1117.44,1117.44
10/7/2020,1107.9,1107.9,1107.9,1107.9
10/6/2020,1102.47,1102.47,1102.47,1102.47
10/5/2020,1091.38,1091.38,1091.38,1091.38
10/2/2020,1081.71,1081.71,1081.71,1081.71
10/1/2020,1084.83,1084.83,1084.83,1084.83
9/30/2020,1082,1082,1082,1082
9/29/2020,1068.79,1068.79,1068.79,1068.79
9/28/2020,1069.88,1069.88,1069.88,1069.88
9/25/2020,1059.1,1059.1,1059.1,1059.1
9/24/2020,1057.74,1057.74,1057.74,1057.74
9/23/2020,1077.7,1077.7,1077.7,1077.7
9/22/2020,1082.87,1082.87,1082.87,1082.87
9/21/2020,1090.35,1090.35,1090.35,1090.35
9/18/2020,1108.53,1108.53,1108.53,1108.53
9/17/2020,1106.82,1106.82,1106.82,1106.82
9/16/2020,1116.99,1116.99,1116.99,1116.99
9/15/2020,1112.62,1112.62,1112.62,1112.62
9/14/2020,1104.27,1104.27,1104.27,1104.27
9/11/2020,1091.79,1091.79,1091.79,1091.79
9/10/2020,1085.31,1085.31,1085.31,1085.31
9/9/2020,1085.75,1085.75,1085.75,1085.75
9/8/2020,1087.51,1087.51,1087.51,1087.51
9/7/2020,1094.56,1094.56,1094.56,1094.56
9/4/2020,1099.5,1099.5,1099.5,1099.5
9/3/2020,1108.85,1108.85,1108.85,1108.85
9/2/2020,1118.9,1118.9,1118.9,1118.9
9/1/2020,1120.02,1120.02,1120.02,1120.02
8/31/2020,1101.5,1101.5,1101.5,1101.5
8/28/2020,1121.6,1121.6,1121.6,1121.6
8/27/2020,1117.22,1117.22,1117.22,1117.22
8/26/2020,1119.34,1119.34,1119.34,1119.34
8/25/2020,1114.72,1114.72,1114.72,1114.72
8/24/2020,1108.23,1108.23,1108.23,1108.23
8/21/2020,1091.85,1091.85,1091.85,1091.85
8/20/2020,1080.54,1080.54,1080.54,1080.54
8/19/2020,1099.41,1099.41,1099.41,1099.41
8/18/2020,1104.96,1104.96,1104.96,1104.96
8/17/2020,1099.96,1099.96,1099.96,1099.96
8/14/2020,1093.16,1093.16,1093.16,1093.16
8/13/2020,1096.18,1096.18,1096.18,1096.18
8/12/2020,1093.98,1093.98,1093.98,1093.98
8/11/2020,1091.23,1091.23,1091.23,1091.23
8/10/2020,1086.45,1086.45,1086.45,1086.45
8/7/2020,1089.32,1089.32,1089.32,1089.32
8/6/2020,1106.58,1106.58,1106.58,1106.58
8/5/2020,1103.03,1103.03,1103.03,1103.03
8/4/2020,1089.58,1089.58,1089.58,1089.58
8/3/2020,1077.87,1077.87,1077.87,1077.87
7/31/2020,1078.92,1078.92,1078.92,1078.92
7/30/2020,1082.06,1082.06,1082.06,1082.06
7/29/2020,1086.62,1086.62,1086.62,1086.62
7/28/2020,1082.02,1082.02,1082.02,1082.02
7/27/2020,1073.14,1073.14,1073.14,1073.14
7/24/2020,1060.47,1060.47,1060.47,1060.47
7/23/2020,1077.6,1077.6,1077.6,1077.6
7/22/2020,1077.78,1077.78,1077.78,1077.78
7/21/2020,1085.86,1085.86,1085.86,1085.86
7/20/2020,1064.5,1064.5,1064.5,1064.5
7/17/2020,1055.06,1055.06,1055.06,1055.06
7/16/2020,1045.93,1045.93,1045.93,1045.93
7/15/2020,1066.29,1066.29,1066.29,1066.29
7/14/2020,1059.52,1059.52,1059.52,1059.52
7/13/2020,1071.36,1071.36,1071.36,1071.36
7/10/2020,1069.27,1069.27,1069.27,1069.27
7/9/2020,1079.69,1079.69,1079.69,1079.69
7/8/2020,1070.14,1070.14,1070.14,1070.14
7/7/2020,1052.54,1052.54,1052.54,1052.54
7/6/2020,1060.5,1060.5,1060.5,1060.5
7/3/2020,1033.09,1033.09,1033.09,1033.09
7/2/2020,1023.48,1023.48,1023.48,1023.48
7/1/2020,1001.08,1001.08,1001.08,1001.08
6/30/2020,995.1,995.1,995.1,995.1
6/29/2020,993.96,993.96,993.96,993.96
6/26/2020,998.9,998.9,998.9,998.9
6/25/2020,1004.44,1004.44,1004.44,1004.44
6/24/2020,1010.79,1010.79,1010.79,1010.79
6/23/2020,1014.62,1014.62,1014.62,1014.62
6/22/2020,1000.19,1000.19,1000.19,1000.19
6/19/2020,1001.36,1001.36,1001.36,1001.36
6/18/2020,995.18,995.18,995.18,995.18
6/17/2020,994.62,994.62,994.62,994.62
6/16/2020,989.87,989.87,989.87,989.87
6/15/2020,966.32,966.32,966.32,966.32
6/12/2020,987.01,987.01,987.01,987.01
6/11/2020,993.59,993.59,993.59,993.59
6/10/2020,1012.51,1012.51,1012.51,1012.51
6/9/2020,1009.61,1009.61,1009.61,1009.61
6/8/2020,1007.46,1007.46,1007.46,1007.46
6/5/2020,1002.65,1002.65,1002.65,1002.65
6/4/2020,988.8,988.8,988.8,988.8
6/3/2020,988.02,988.02,988.02,988.02
6/2/2020,967.48,967.48,967.48,967.48
6/1/2020,951.48,951.48,951.48,951.48
5/29/2020,930.35,930.35,930.35,930.35
5/28/2020,925.34,925.34,925.34,925.34
5/27/2020,927.36,927.36,927.36,927.36
5/26/2020,926.65,926.65,926.65,926.65
5/25/2020,911.41,911.41,911.41,911.41
5/22/2020,905.25,905.25,905.25,905.25
5/21/2020,930.01,930.01,930.01,930.01
5/20/2020,931.5,931.5,931.5,931.5
5/19/2020,925.22,925.22,925.22,925.22
5/18/2020,912.57,912.57,912.57,912.57
5/15/2020,901.16,901.16,901.16,901.16
5/14/2020,900.87,900.87,900.87,900.87
5/13/2020,909.2,909.2,909.2,909.2
5/12/2020,909.31,909.31,909.31,909.31
5/11/2020,915.9,915.9,915.9,915.9
5/8/2020,911.65,911.65,911.65,911.65
5/7/2020,896.89,896.89,896.89,896.89
5/6/2020,898.7,898.7,898.7,898.7
5/5/2020,895.74,895.74,895.74,895.74
5/4/2020,887.98,887.98,887.98,887.98
5/1/2020,916.77,916.77,916.77,916.77
4/30/2020,924.94,924.94,924.94,924.94
4/29/2020,919.66,919.66,919.66,919.66
4/28/2020,902.7,902.7,902.7,902.7
4/27/2020,895.33,895.33,895.33,895.33
4/24/2020,879.41,879.41,879.41,879.41
4/23/2020,891.81,891.81,891.81,891.81
4/22/2020,888.64,888.64,888.64,888.64
4/21/2020,878.24,878.24,878.24,878.24
4/20/2020,899.33,899.33,899.33,899.33
4/17/2020,901.31,901.31,901.31,901.31
4/16/2020,884.86,884.86,884.86,884.86
4/15/2020,888.14,888.14,888.14,888.14
4/14/2020,896.29,896.29,896.29,896.29
4/13/2020,883.14,883.14,883.14,883.14
4/10/2020,888.16,888.16,888.16,888.16
4/9/2020,887.58,887.58,887.58,887.58
4/8/2020,873.85,873.85,873.85,873.85
4/7/2020,878.15,878.15,878.15,878.15
4/6/2020,853.83,853.83,853.83,853.83
4/3/2020,831.72,831.72,831.72,831.72
4/2/2020,838.53,838.53,838.53,838.53
4/1/2020,827.26,827.26,827.26,827.26
3/31/2020,848.58,848.58,848.58,848.58
3/30/2020,832.02,832.02,832.02,832.02
3/27/2020,842.54,842.54,842.54,842.54
3/26/2020,851.28,851.28,851.28,851.28
3/25/2020,836.54,836.54,836.54,836.54
3/24/2020,801.73,801.73,801.73,801.73
3/23/2020,758.2,758.2,758.2,758.2
3/20/2020,803.23,803.23,803.23,803.23
3/19/2020,766.41,766.41,766.41,766.41
3/18/2020,787.81,787.81,787.81,787.81
3/17/2020,826.68,826.68,826.68,826.68
3/16/2020,833.18,833.18,833.18,833.18
3/13/2020,891.19,891.19,891.19,891.19
3/12/2020,883.13,883.13,883.13,883.13
3/11/2020,946.62,946.62,946.62,946.62
3/10/2020,964.55,964.55,964.55,964.55
3/9/2020,947.92,947.92,947.92,947.92
3/6/2020,1012.08,1012.08,1012.08,1012.08
3/5/2020,1039.34,1039.34,1039.34,1039.34
3/4/2020,1037.81,1037.81,1037.81,1037.81
3/3/2020,1027.82,1027.82,1027.82,1027.82
3/2/2020,1017.03,1017.03,1017.03,1017.03
2/28/2020,1005.52,1005.52,1005.52,1005.52
2/27/2020,1030.67,1030.67,1030.67,1030.67
2/26/2020,1043.31,1043.31,1043.31,1043.31
2/25/2020,1056.54,1056.54,1056.54,1056.54
2/24/2020,1055.32,1055.32,1055.32,1055.32
2/21/2020,1084.22,1084.22,1084.22,1084.22
2/20/2020,1095.32,1095.32,1095.32,1095.32
2/19/2020,1103.69,1103.69,1103.69,1103.69
2/18/2020,1095.66,1095.66,1095.66,1095.66
2/17/2020,1107.99,1107.99,1107.99,1107.99
2/14/2020,1106.3,1106.3,1106.3,1106.3
2/13/2020,1106.07,1106.07,1106.07,1106.07
2/12/2020,1109.7,1109.7,1109.7,1109.7
2/11/2020,1099.41,1099.41,1099.41,1099.41
2/10/2020,1086.93,1086.93,1086.93,1086.93
2/7/2020,1091.64,1091.64,1091.64,1091.64
2/6/2020,1102.39,1102.39,1102.39,1102.39
2/5/2020,1089.4,1089.4,1089.4,1089.4
2/4/2020,1085.39,1085.39,1085.39,1085.39
2/3/2020,1060.32,1060.32,1060.32,1060.32
1/31/2020,1062.34,1062.34,1062.34,1062.34
1/30/2020,1072.79,1072.79,1072.79,1072.79
1/29/2020,1097.51,1097.51,1097.51,1097.51
1/28/2020,1101.72,1101.72,1101.72,1101.72
1/27/2020,1102.98,1102.98,1102.98,1102.98
1/24/2020,1119.39,1119.39,1119.39,1119.39
1/23/2020,1122.19,1122.19,1122.19,1122.19
1/22/2020,1133.4,1133.4,1133.4,1133.4
1/21/2020,1126.85,1126.85,1126.85,1126.85
1/20/2020,1145.68,1145.68,1145.68,1145.68
1/17/2020,1146.83,1146.83,1146.83,1146.83
1/16/2020,1140.62,1140.62,1140.62,1140.62
1/15/2020,1137.98,1137.98,1137.98,1137.98
1/14/2020,1143.86,1143.86,1143.86,1143.86
1/13/2020,1144,1144,1144,1144
1/10/2020,1133.63,1133.63,1133.63,1133.63
1/9/2020,1129.37,1129.37,1129.37,1129.37
1/8/2020,1111.4,1111.4,1111.4,1111.4
1/7/2020,1115.84,1115.84,1115.84,1115.84
1/6/2020,1112.53,1112.53,1112.53,1112.53
1/3/2020,1123.87,1123.87,1123.87,1123.87
1/2/2020,1128.01,1128.01,1128.01,1128.01
1/1/2020,1114.64,1114.64,1114.64,1114.64
12/31/2019,1114.66,1114.66,1114.66,1114.66
12/30/2019,1118.42,1118.42,1118.42,1118.42
12/27/2019,1118.67,1118.67,1118.67,1118.67
12/26/2019,1112.08,1112.08,1112.08,1112.08
12/25/2019,1109.14,1109.14,1109.14,1109.14
12/24/2019,1109.07,1109.07,1109.07,1109.07
12/23/2019,1111.64,1111.64,1111.64,1111.64
12/20/2019,1107.64,1107.64,1107.64,1107.64
12/19/2019,1106.63,1106.63,1106.63,1106.63
12/18/2019,1109.18,1109.18,1109.18,1109.18
12/17/2019,1102.61,1102.61,1102.61,1102.61
12/16/2019,1087.96,1087.96,1087.96,1087.96
12/13/2019,1086.91,1086.91,1086.91,1086.91
12/12/2019,1070.71,1070.71,1070.71,1070.71
12/11/2019,1058.23,1058.23,1058.23,1058.23
12/10/2019,1049.5,1049.5,1049.5,1049.5
12/9/2019,1051.11,1051.11,1051.11,1051.11
12/6/2019,1048.96,1048.96,1048.96,1048.96
12/5/2019,1042.85,1042.85,1042.85,1042.85
12/4/2019,1036.57,1036.57,1036.57,1036.57
12/3/2019,1037.38,1037.38,1037.38,1037.38
12/2/2019,1040.22,1040.22,1040.22,1040.22
11/29/2019,1040.05,1040.05,1040.05,1040.05
11/28/2019,1050.39,1050.39,1050.39,1050.39
11/27/2019,1052.93,1052.93,1052.93,1052.93
11/26/2019,1047.84,1047.84,1047.84,1047.84
11/25/2019,1053.47,1053.47,1053.47,1053.47
11/22/2019,1048.55,1048.55,1048.55,1048.55
11/21/2019,1044.58,1044.58,1044.58,1044.58
11/20/2019,1052,1052,1052,1052
11/19/2019,1057.16,1057.16,1057.16,1057.16
11/18/2019,1052.12,1052.12,1052.12,1052.12
11/15/2019,1048.79,1048.79,1048.79,1048.79
11/14/2019,1042.25,1042.25,1042.25,1042.25
11/13/2019,1043.83,1043.83,1043.83,1043.83
11/12/2019,1055.83,1055.83,1055.83,1055.83
11/11/2019,1052.88,1052.88,1052.88,1052.88
11/8/2019,1064.85,1064.85,1064.85,1064.85
11/7/2019,1073.57,1073.57,1073.57,1073.57
11/6/2019,1068.87,1068.87,1068.87,1068.87
11/5/2019,1071.22,1071.22,1071.22,1071.22
11/4/2019,1064.55,1064.55,1064.55,1064.55
11/1/2019,1049.19,1049.19,1049.19,1049.19
10/31/2019,1041.98,1041.98,1041.98,1041.98
10/30/2019,1041.5,1041.5,1041.5,1041.5
10/29/2019,1043.73,1043.73,1043.73,1043.73
10/28/2019,1042.97,1042.97,1042.97,1042.97
10/25/2019,1035.84,1035.84,1035.84,1035.84
10/24/2019,1037.41,1037.41,1037.41,1037.41
10/23/2019,1030.95,1030.95,1030.95,1030.95
10/22/2019,1034.08,1034.08,1034.08,1034.08
10/21/2019,1028.51,1028.51,1028.51,1028.51
10/18/2019,1024.02,1024.02,1024.02,1024.02
10/16/2019,1024.08,1024.08,1024.08,1024.08
10/15/2019,1019.25,1019.25,1019.25,1019.25
10/14/2019,1017.45,1017.45,1017.45,1017.45
10/11/2019,1011.54,1011.54,1011.54,1011.54
10/10/2019,996.5,996.5,996.5,996.5
10/9/2019,993.01,993.01,993.01,993.01
10/8/2019,993.95,993.95,993.95,993.95
10/7/2019,994.16,994.16,994.16,994.16
10/4/2019,996.58,996.58,996.58,996.58
10/3/2019,992.28,992.28,992.28,992.28
10/2/2019,989.2,989.2,989.2,989.2
10/1/2019,998.48,998.48,998.48,998.48
9/30/2019,1001,1001,1001,1001
9/27/2019,1001.5,1001.5,1001.5,1001.5
9/26/2019,1009.3,1009.3,1009.3,1009.3
9/24/2019,1011.35,1011.35,1011.35,1011.35
9/23/2019,1015.23,1015.23,1015.23,1015.23
9/20/2019,1021.27,1021.27,1021.27,1021.27
9/19/2019,1016.57,1016.57,1016.57,1016.57
9/18/2019,1021.36,1021.36,1021.36,1021.36
9/17/2019,1018.93,1018.93,1018.93,1018.93
9/16/2019,1027.08,1027.08,1027.08,1027.08
9/13/2019,1026.61,1026.61,1026.61,1026.61
9/12/2019,1022.33,1022.33,1022.33,1022.33
9/11/2019,1017.04,1017.04,1017.04,1017.04
9/10/2019,1008.13,1008.13,1008.13,1008.13
9/9/2019,1010.58,1010.58,1010.58,1010.58
9/6/2019,1007.96,1007.96,1007.96,1007.96
9/5/2019,1003.01,1003.01,1003.01,1003.01
9/4/2019,990.61,990.61,990.61,990.61
9/3/2019,973.27,973.27,973.27,973.27
9/2/2019,983.76,983.76,983.76,983.76
8/30/2019,984.33,984.33,984.33,984.33
8/28/2019,965.35,965.35,965.35,965.35
8/27/2019,964.59,964.59,964.59,964.59
8/26/2019,960.81,960.81,960.81,960.81
8/23/2019,973.66,973.66,973.66,973.66
8/22/2019,975.66,975.66,975.66,975.66
8/21/2019,983.14,983.14,983.14,983.14
8/20/2019,980.11,980.11,980.11,980.11
8/19/2019,977.73,977.73,977.73,977.73
8/16/2019,970.27,970.27,970.27,970.27
8/15/2019,963.52,963.52,963.52,963.52
8/14/2019,964.43,964.43,964.43,964.43
8/13/2019,968.87,968.87,968.87,968.87
8/12/2019,974.48,974.48,974.48,974.48
8/9/2019,981.19,981.19,981.19,981.19
8/8/2019,984.3,984.3,984.3,984.3
8/7/2019,972.65,972.65,972.65,972.65
8/6/2019,972.67,972.67,972.67,972.67
8/5/2019,973,973,973,973
8/2/2019,1003.76,1003.76,1003.76,1003.76
8/1/2019,1024.56,1024.56,1024.56,1024.56
7/31/2019,1037.01,1037.01,1037.01,1037.01
7/30/2019,1043.14,1043.14,1043.14,1043.14
7/29/2019,1045.73,1045.73,1045.73,1045.73
7/26/2019,1048.66,1048.66,1048.66,1048.66
7/25/2019,1054.29,1054.29,1054.29,1054.29
7/24/2019,1055.34,1055.34,1055.34,1055.34
7/23/2019,1055.49,1055.49,1055.49,1055.49
7/22/2019,1053.81,1053.81,1053.81,1053.81
7/19/2019,1057.49,1057.49,1057.49,1057.49
7/18/2019,1051.72,1051.72,1051.72,1051.72
7/17/2019,1054.9,1054.9,1054.9,1054.9
7/16/2019,1060.38,1060.38,1060.38,1060.38
7/15/2019,1057.75,1057.75,1057.75,1057.75
7/12/2019,1050.9,1050.9,1050.9,1050.9
7/11/2019,1055.15,1055.15,1055.15,1055.15
7/10/2019,1048.95,1048.95,1048.95,1048.95
7/9/2019,1042.47,1042.47,1042.47,1042.47
7/8/2019,1046.25,1046.25,1046.25,1046.25
7/5/2019,1059.93,1059.93,1059.93,1059.93
7/4/2019,1064.63,1064.63,1064.63,1064.63
7/3/2019,1059.63,1059.63,1059.63,1059.63
7/2/2019,1063.64,1063.64,1063.64,1063.64
7/1/2019,1064.09,1064.09,1064.09,1064.09
6/28/2019,1054.86,1054.86,1054.86,1054.86
6/27/2019,1054.86,1054.86,1054.86,1054.86
6/26/2019,1047.91,1047.91,1047.91,1047.91
6/25/2019,1045.3,1045.3,1045.3,1045.3
6/24/2019,1053.06,1053.06,1053.06,1053.06
6/21/2019,1053.22,1053.22,1053.22,1053.22
6/20/2019,1053.78,1053.78,1053.78,1053.78
6/19/2019,1038.27,1038.27,1038.27,1038.27
6/18/2019,1023.91,1023.91,1023.91,1023.91
6/17/2019,1010.97,1010.97,1010.97,1010.97
6/14/2019,1015.08,1015.08,1015.08,1015.08
6/13/2019,1022.08,1022.08,1022.08,1022.08
6/12/2019,1026.24,1026.24,1026.24,1026.24
6/11/2019,1031.85,1031.85,1031.85,1031.85
6/10/2019,1022.03,1022.03,1022.03,1022.03
6/7/2019,1007.39,1007.39,1007.39,1007.39
6/6/2019,1002.75,1002.75,1002.75,1002.75
6/5/2019,1004.68,1004.68,1004.68,1004.68
6/4/2019,1005.43,1005.43,1005.43,1005.43
6/3/2019,1008.34,1008.34,1008.34,1008.34
5/31/2019,998,998,998,998
5/30/2019,994.93,994.93,994.93,994.93
5/29/2019,985.44,985.44,985.44,985.44
5/28/2019,988.16,988.16,988.16,988.16
5/27/2019,989.15,989.15,989.15,989.15
5/24/2019,986.65,986.65,986.65,986.65
5/23/2019,984.81,984.81,984.81,984.81
5/22/2019,998,998,998,998
5/21/2019,998.97,998.97,998.97,998.97
5/20/2019,994.08,994.08,994.08,994.08
5/17/2019,996.39,996.39,996.39,996.39
5/16/2019,1011.15,1011.15,1011.15,1011.15
5/15/2019,1015.97,1015.97,1015.97,1015.97
5/14/2019,1014.48,1014.48,1014.48,1014.48
5/13/2019,1016.49,1016.49,1016.49,1016.49
5/10/2019,1033.44,1033.44,1033.44,1033.44
5/9/2019,1028.4,1028.4,1028.4,1028.4
5/8/2019,1050.94,1050.94,1050.94,1050.94
5/7/2019,1057.05,1057.05,1057.05,1057.05
5/6/2019,1062.64,1062.64,1062.64,1062.64
5/3/2019,1082.77,1082.77,1082.77,1082.77
5/2/2019,1078.95,1078.95,1078.95,1078.95
5/1/2019,1080.48,1080.48,1080.48,1080.48
4/30/2019,1079.24,1079.24,1079.24,1079.24
4/29/2019,1082.91,1082.91,1082.91,1082.91
4/26/2019,1078.06,1078.06,1078.06,1078.06
4/25/2019,1076.71,1076.71,1076.71,1076.71
4/24/2019,1084.52,1084.52,1084.52,1084.52
4/23/2019,1089.76,1089.76,1089.76,1089.76
4/22/2019,1089.03,1089.03,1089.03,1089.03
4/19/2019,1092.52,1092.52,1092.52,1092.52
4/18/2019,1092.52,1092.52,1092.52,1092.52
4/17/2019,1096.39,1096.39,1096.39,1096.39
4/16/2019,1093.55,1093.55,1093.55,1093.55
4/15/2019,1086.22,1086.22,1086.22,1086.22
4/12/2019,1089.09,1089.09,1089.09,1089.09
4/11/2019,1087.49,1087.49,1087.49,1087.49
4/10/2019,1096.05,1096.05,1096.05,1096.05
4/9/2019,1093.44,1093.44,1093.44,1093.44
4/8/2019,1088.5,1088.5,1088.5,1088.5
4/5/2019,1085.14,1085.14,1085.14,1085.14
4/4/2019,1080.73,1080.73,1080.73,1080.73
4/3/2019,1079.8,1079.8,1079.8,1079.8
4/2/2019,1071.14,1071.14,1071.14,1071.14
4/1/2019,1070.09,1070.09,1070.09,1070.09
3/29/2019,1058.13,1058.13,1058.13,1058.13
3/28/2019,1045.21,1045.21,1045.21,1045.21
3/27/2019,1044.1,1044.1,1044.1,1044.1
3/26/2019,1050.45,1050.45,1050.45,1050.45
3/25/2019,1047.71,1047.71,1047.71,1047.71
3/22/2019,1059.63,1059.63,1059.63,1059.63
3/21/2019,1069.68,1069.68,1069.68,1069.68
3/20/2019,1068.47,1068.47,1068.47,1068.47
3/19/2019,1070.95,1070.95,1070.95,1070.95
3/18/2019,1069.26,1069.26,1069.26,1069.26
3/15/2019,1057.3,1057.3,1057.3,1057.3
3/14/2019,1048.2,1048.2,1048.2,1048.2
3/13/2019,1050.46,1050.46,1050.46,1050.46
3/12/2019,1051.52,1051.52,1051.52,1051.52
3/11/2019,1041.15,1041.15,1041.15,1041.15
3/8/2019,1030.13,1030.13,1030.13,1030.13
3/7/2019,1043.56,1043.56,1043.56,1043.56
3/6/2019,1055.68,1055.68,1055.68,1055.68
3/5/2019,1055.12,1055.12,1055.12,1055.12
3/4/2019,1053.62,1053.62,1053.62,1053.62
